,jfel,jmis,jot,pri,gender,age,charge,Race,two_year_recid
7101,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0
230,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
210,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3906,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
4120,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
5905,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
2602,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
6415,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0
7023,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
4038,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3151,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1387,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3331,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
6683,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
5353,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
1973,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
610,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
201,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
4653,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1
4930,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
4845,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1
6979,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0
123,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0
2985,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
6822,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
4442,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
2082,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
6439,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
3351,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
1969,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
184,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1
3199,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
1886,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
5048,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
3165,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0
5282,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
6965,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1
3282,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
3885,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
2165,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0
5557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3855,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1
373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
6211,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
6499,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6735,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
596,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
245,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1710,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
1355,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
1037,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
369,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
2194,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
6649,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
2352,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1
6309,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
1828,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
1005,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
2351,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
5865,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
4716,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
4540,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
3947,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
1832,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
253,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
2315,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
7005,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1
3349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1609,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
4281,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1
5505,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
808,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
216,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
4612,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
4273,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1
6950,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
332,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
347,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
5977,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1184,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
3207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3807,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
6500,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
5827,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0
323,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
5849,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
5888,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
4492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
5590,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
132,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
1660,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
266,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3976,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
102,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1
6257,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
6589,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1
554,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
6340,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
657,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
4257,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
6062,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0
3968,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
4497,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
3419,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1
2527,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
7021,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
5486,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1
771,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
840,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
4633,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0
6857,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1
2904,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0
1696,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0
1446,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
5491,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
2276,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
6364,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
3322,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
378,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0
3373,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0
1699,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0
3285,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3628,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1
3497,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
5708,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1
3959,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1
5407,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
7188,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
7212,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
3125,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
813,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
5270,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
6804,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0
6837,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1
6482,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
390,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
6034,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
4232,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
7159,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0
6239,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
4158,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
6422,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2905,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0
4645,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
415,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1
1934,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
5300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1040,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
3659,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0
6099,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
4908,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0
2616,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
5642,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
2498,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1
5922,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
104,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
5138,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
2228,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1
5678,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1
7090,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1
6845,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0
595,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0
3663,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1
6718,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
7118,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
1510,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0
3290,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
5275,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1
5960,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
733,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0
6170,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
3263,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
3252,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
5469,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
2755,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
3769,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1684,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0
2593,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
5203,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
5363,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
1038,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
2373,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
2897,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1
4971,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
425,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1385,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
5464,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
4643,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
7116,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
2241,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
691,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
3698,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
3159,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
2008,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0
1030,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
4860,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
4058,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0
5072,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
5575,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
1835,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
3400,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0
5539,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
6626,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
4252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4688,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1
5562,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
6373,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1
3338,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
6391,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
7103,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1
2971,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1
7004,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
3675,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
3910,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1
6920,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1
2423,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0
2113,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
4019,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
5169,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
1896,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
2044,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
5629,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1
6533,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
589,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
6064,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
1201,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
6592,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
4919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2720,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0
1688,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
32,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1330,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
4239,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
1847,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
6958,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
6608,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0
520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
4699,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
3474,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1
5869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6275,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
6831,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
4033,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0
5338,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0
3726,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
6935,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
1316,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
4225,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1
5332,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
5461,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1
233,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0
730,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1
763,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1
5176,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0
3184,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
6094,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
394,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
4338,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0
4589,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1
